,Date,Open,High,Low,Close,Adj Close,Volume,Day of Week,%_CloseChange
232,2023-08-04,19462.80078125,19538.849609375,19436.44921875,19517.0,19517.0,280800,Friday,0.6983389270114548
233,2023-08-07,19576.849609375,19620.44921875,19524.80078125,19597.30078125,19597.30078125,216600,Monday,0.41144018676027017
234,2023-08-08,19627.19921875,19634.400390625,19533.099609375,19570.849609375,19570.849609375,260300,Tuesday,-0.13497354646058168
235,2023-08-09,19578.80078125,19645.5,19467.5,19632.55078125,19632.55078125,266500,Wednesday,0.3152707884763739
236,2023-08-10,19605.55078125,19623.599609375,19495.400390625,19543.099609375,19543.099609375,312200,Thursday,-0.4556268458015711
237,2023-08-11,19554.25,19557.75,19412.75,19428.30078125,19428.30078125,235500,Friday,-0.5874136161590715
238,2023-08-14,19383.94921875,19465.849609375,19257.900390625,19434.55078125,19434.55078125,243900,Monday,0.032169565781225984
239,2023-08-16,19369.0,19482.75,19317.19921875,19465.0,19465.0,0,Wednesday,0.15667570139761278
240,2023-08-17,19450.55078125,19461.55078125,19326.25,19365.25,19365.25,268700,Thursday,-0.5124582584125403
241,2023-08-18,19301.75,19373.80078125,19253.599609375,19310.150390625,19310.150390625,256100,Friday,-0.28452826260957353
242,2023-08-21,19320.650390625,19425.94921875,19296.30078125,19393.599609375,19393.599609375,262600,Monday,0.43215209131937105
243,2023-08-22,19417.099609375,19443.5,19381.30078125,19396.44921875,19396.44921875,208700,Tuesday,0.014693555773015454
244,2023-08-23,19439.19921875,19472.05078125,19366.599609375,19444.0,19444.0,225200,Wednesday,0.24515199000461063
245,2023-08-24,19535.150390625,19584.44921875,19369.0,19386.69921875,19386.69921875,268300,Thursday,-0.2946964680621278
246,2023-08-25,19297.400390625,19339.55078125,19229.69921875,19265.80078125,19265.80078125,466500,Friday,-0.6236153774081932
247,2023-08-28,19298.349609375,19366.849609375,19249.69921875,19306.05078125,19306.05078125,248200,Monday,0.2089194238900971
248,2023-08-29,19374.849609375,19377.900390625,19309.099609375,19342.650390625,19342.650390625,307400,Tuesday,0.18957584743610756
249,2023-08-30,19433.44921875,19452.80078125,19334.75,19347.44921875,19347.44921875,233000,Wednesday,0.02480956863764039
250,2023-08-31,19375.55078125,19388.19921875,19223.650390625,19253.80078125,19253.80078125,562600,Thursday,-0.4840350603388277
251,2023-09-01,19258.150390625,19458.55078125,19255.69921875,19435.30078125,19435.30078125,333000,Friday,0.9426710188917609
252,2023-09-04,19525.05078125,19545.150390625,19432.849609375,19528.80078125,19528.80078125,296800,Monday,0.48108337016425917
253,2023-09-05,19564.650390625,19587.05078125,19525.75,19574.900390625,19574.900390625,256800,Tuesday,0.23605960187407238
254,2023-09-06,19581.19921875,19636.44921875,19491.5,19611.05078125,19611.05078125,287600,Wednesday,0.18467726478093027
255,2023-09-07,19598.650390625,19737.0,19550.05078125,19727.05078125,19727.05078125,304900,Thursday,0.5915032360780392
256,2023-09-08,19774.80078125,19867.150390625,19727.05078125,19819.94921875,19819.94921875,288100,Friday,0.47091903665750223
257,2023-09-11,19890.0,20008.150390625,19865.349609375,19996.349609375,19996.349609375,248800,Monday,0.8900143420050854
258,2023-09-12,20110.150390625,20110.349609375,19914.650390625,19993.19921875,19993.19921875,328100,Tuesday,-0.01575482868895195
259,2023-09-13,19989.5,20096.900390625,19944.099609375,20070.0,20070.0,251400,Wednesday,0.3841345269944396
260,2023-09-14,20127.94921875,20167.650390625,20043.44921875,20103.099609375,20103.099609375,275100,Thursday,0.1649208239910216
261,2023-09-15,20156.44921875,20222.44921875,20129.69921875,20192.349609375,20192.349609375,438200,Friday,0.44396138771742866
262,2023-09-18,20155.94921875,20195.349609375,20115.69921875,20133.30078125,20133.30078125,264900,Monday,-0.2924316846098174
263,2023-09-20,19980.75,20050.650390625,19878.849609375,19901.400390625,19901.400390625,378100,Wednesday,-1.1518249945432046
264,2023-09-21,19840.55078125,19848.75,19709.94921875,19742.349609375,19742.349609375,275100,Thursday,-0.7991939166498319
265,2023-09-22,19744.849609375,19798.650390625,19657.5,19674.25,19674.25,246400,Friday,-0.3449417659114995
266,2023-09-25,19678.19921875,19734.150390625,19601.55078125,19674.55078125,19674.55078125,188400,Monday,0.0015288066889551644
267,2023-09-26,19682.80078125,19699.349609375,19637.44921875,19664.69921875,19664.69921875,204900,Tuesday,-0.05007261720755274
268,2023-09-27,19637.05078125,19730.69921875,19554.0,19716.44921875,19716.44921875,203600,Wednesday,0.2631619198663282
269,2023-09-28,19761.80078125,19766.650390625,19492.099609375,19523.55078125,19523.55078125,352800,Thursday,-0.9783629666773708
270,2023-09-29,19581.19921875,19726.25,19551.05078125,19638.30078125,19638.30078125,243500,Friday,0.5877516917168757
271,2023-10-03,19622.400390625,19623.19921875,19479.650390625,19528.75,19528.75,221700,Tuesday,-0.5578424654468894
272,2023-10-04,19446.30078125,19457.80078125,19333.599609375,19436.099609375,19436.099609375,277100,Wednesday,-0.47443072713306833
273,2023-10-05,19521.849609375,19576.94921875,19487.30078125,19545.75,19545.75,234900,Thursday,0.5641584105285702
274,2023-10-06,19621.19921875,19675.75,19589.400390625,19653.5,19653.5,159100,Friday,0.5512707366051472
275,2023-10-09,19539.44921875,19588.94921875,19480.5,19512.349609375,19512.349609375,165100,Monday,-0.718194675884698
276,2023-10-10,19565.599609375,19717.80078125,19565.44921875,19689.849609375,19689.849609375,216600,Tuesday,0.9096802976240159
277,2023-10-11,19767.0,19839.19921875,19756.94921875,19811.349609375,19811.349609375,213700,Wednesday,0.6170692128707245
278,2023-10-12,19822.69921875,19843.30078125,19772.650390625,19794.0,19794.0,217900,Thursday,-0.08757409120068171
279,2023-10-13,19654.55078125,19805.400390625,19635.30078125,19751.05078125,19751.05078125,255000,Friday,-0.21698099802970328
280,2023-10-16,19737.25,19781.30078125,19691.849609375,19731.75,19731.75,181000,Monday,-0.09772027556287366
281,2023-10-17,19843.19921875,19849.75,19775.650390625,19811.5,19811.5,185800,Tuesday,0.4041709427698992
282,2023-10-18,19820.44921875,19840.94921875,19659.94921875,19671.099609375,19671.099609375,198900,Wednesday,-0.7086812741337156
283,2023-10-19,19545.19921875,19681.80078125,19512.349609375,19624.69921875,19624.69921875,230300,Thursday,-0.23588102112443998
284,2023-10-20,19542.150390625,19593.80078125,19518.69921875,19542.650390625,19542.650390625,198300,Friday,-0.41808960845935994
285,2023-10-23,19521.599609375,19556.849609375,19257.849609375,19281.75,19281.75,176000,Monday,-1.3350307425555652
286,2023-10-25,19286.44921875,19347.30078125,19074.150390625,19122.150390625,19122.150390625,225300,Wednesday,-0.8277236732921023
287,2023-10-26,19027.25,19041.69921875,18837.849609375,18857.25,18857.25,300400,Thursday,-1.3853064912347501
288,2023-10-27,18928.75,19076.150390625,18926.650390625,19047.25,19047.25,205200,Friday,1.0075700327460302
289,2023-10-30,19053.400390625,19158.5,18940.0,19140.900390625,19140.900390625,180100,Monday,0.49167407696648624
290,2023-10-31,19232.94921875,19233.69921875,19056.44921875,19079.599609375,19079.599609375,206000,Tuesday,-0.3202606982899536
291,2023-11-01,19064.05078125,19096.05078125,18973.69921875,18989.150390625,18989.150390625,194100,Wednesday,-0.4740624572936891
292,2023-11-02,19120.0,19175.25,19064.150390625,19133.25,19133.25,245600,Thursday,0.7588523257266999
293,2023-11-03,19241.0,19276.25,19210.900390625,19230.599609375,19230.599609375,189500,Friday,0.5087980838331285
294,2023-11-06,19345.849609375,19423.0,19309.69921875,19411.75,19411.75,180700,Monday,0.941990339899168
295,2023-11-07,19404.05078125,19423.5,19329.099609375,19406.69921875,19406.69921875,198700,Tuesday,-0.026019195847870602
296,2023-11-08,19449.599609375,19464.400390625,19401.5,19443.5,19443.5,195000,Wednesday,0.18962926582819506
297,2023-11-09,19457.400390625,19463.900390625,19378.349609375,19395.30078125,19395.30078125,208400,Thursday,-0.24789373698150818
298,2023-11-10,19351.849609375,19451.30078125,19329.44921875,19425.349609375,19425.349609375,152200,Friday,0.1549283945833313
299,2023-11-13,19486.75,19494.400390625,19414.75,19443.55078125,19443.55078125,189300,Monday,0.09369804014345284
300,2023-11-15,19651.400390625,19693.19921875,19579.650390625,19675.44921875,19675.44921875,291500,Wednesday,1.1926753508604282
301,2023-11-16,19674.69921875,19875.25,19627.0,19765.19921875,19765.19921875,282700,Thursday,0.4561522280999375
302,2023-11-17,19674.75,19806.0,19667.44921875,19731.80078125,19731.80078125,236800,Friday,-0.16897597201204206
303,2023-11-20,19731.150390625,19756.44921875,19670.5,19694.0,19694.0,173800,Monday,-0.19157289123818977
304,2023-11-21,19770.900390625,19829.099609375,19754.05078125,19783.400390625,19783.400390625,195000,Tuesday,0.45394734754240496
305,2023-11-22,19784.0,19825.55078125,19703.849609375,19811.849609375,19811.849609375,184500,Wednesday,0.14380348265852216
306,2023-11-23,19828.44921875,19875.150390625,19786.75,19802.0,19802.0,170000,Thursday,-0.04971574875239915
307,2023-11-24,19809.599609375,19832.849609375,19768.849609375,19794.69921875,19794.69921875,145900,Friday,-0.03686890844358803
308,2023-11-28,19844.650390625,19916.849609375,19800.0,19889.69921875,19889.69921875,229600,Tuesday,0.4799264638990497
309,2023-11-29,19976.55078125,20104.650390625,19956.30078125,20096.599609375,20096.599609375,236200,Wednesday,1.040238911355451
310,2023-11-30,20108.5,20158.69921875,20015.849609375,20133.150390625,20133.150390625,486600,Thursday,0.18187545137213768
311,2023-12-01,20194.099609375,20291.55078125,20183.69921875,20267.900390625,20267.900390625,265800,Friday,0.6692941610506598
312,2023-12-04,20601.94921875,20702.650390625,20507.75,20686.80078125,20686.80078125,381100,Monday,2.066816900376933
313,2023-12-05,20808.900390625,20864.05078125,20711.150390625,20855.099609375,20855.099609375,421000,Tuesday,0.8135565760247543
314,2023-12-06,20950.75,20961.94921875,20852.150390625,20937.69921875,20937.69921875,359200,Wednesday,0.39606432442005346
315,2023-12-07,20932.400390625,20941.25,20850.80078125,20901.150390625,20901.150390625,275000,Thursday,-0.17455990623970186
316,2023-12-08,20934.099609375,21006.099609375,20862.69921875,20969.400390625,20969.400390625,292400,Friday,0.3265370504707432
317,2023-12-11,20965.30078125,21026.099609375,20923.69921875,20997.099609375,20997.099609375,212900,Monday,0.1320935183362959
318,2023-12-12,21018.55078125,21037.900390625,20867.150390625,20906.400390625,20906.400390625,244900,Tuesday,-0.43196070141755527
319,2023-12-13,20929.75,20950.0,20769.5,20926.349609375,20926.349609375,260300,Wednesday,0.09542158562574343
320,2023-12-14,21110.400390625,21210.900390625,21074.44921875,21182.69921875,21182.69921875,334400,Thursday,1.2250087289956912
321,2023-12-15,21287.44921875,21492.30078125,21235.30078125,21456.650390625,21456.650390625,508800,Friday,1.2932779200891975
322,2023-12-18,21434.80078125,21482.80078125,21365.349609375,21418.650390625,21418.650390625,249700,Monday,-0.17710126840955187
323,2023-12-19,21477.650390625,21505.05078125,21337.75,21453.099609375,21453.099609375,249800,Tuesday,0.1608374856572503
324,2023-12-20,21543.5,21593.0,21087.349609375,21150.150390625,21150.150390625,363900,Wednesday,-1.412146609423337
325,2023-12-21,21033.94921875,21288.349609375,20976.80078125,21255.05078125,21255.05078125,277500,Thursday,0.49597940765233606
326,2023-12-22,21295.849609375,21390.5,21232.44921875,21349.400390625,21349.400390625,284700,Friday,0.44389265566107117
327,2023-12-26,21365.19921875,21477.150390625,21329.44921875,21441.349609375,21441.349609375,219500,Tuesday,0.43068759341071683
328,2023-12-27,21497.650390625,21675.75,21495.80078125,21654.75,21654.75,256500,Wednesday,0.9952749920727699
329,2023-12-28,21715.0,21801.44921875,21678.0,21778.69921875,21778.69921875,393100,Thursday,0.5723881307796219
330,2023-12-29,21737.650390625,21770.30078125,21676.900390625,21731.400390625,21731.400390625,270900,Friday,-0.21717930740454694
331,2024-01-01,21727.75,21834.349609375,21680.849609375,21741.900390625,21741.900390625,154000,Monday,0.048317180721269004
332,2024-01-02,21751.349609375,21755.599609375,21555.650390625,21665.80078125,21665.80078125,263700,Tuesday,-0.3500136051024061
333,2024-01-03,21661.099609375,21677.0,21500.349609375,21517.349609375,21517.349609375,311900,Wednesday,-0.685186637566948
334,2024-01-04,21605.80078125,21685.650390625,21564.55078125,21658.599609375,21658.599609375,339200,Thursday,0.6564470186349425
335,2024-01-05,21705.75,21749.599609375,21629.19921875,21710.80078125,21710.80078125,309300,Friday,0.24101822286055619
336,2024-01-08,21747.599609375,21763.94921875,21492.900390625,21513.0,21513.0,231500,Monday,-0.911070868564301
337,2024-01-09,21653.599609375,21724.44921875,21517.849609375,21544.849609375,21544.849609375,228600,Tuesday,0.14804820050666745
338,2024-01-10,21529.30078125,21641.849609375,21448.650390625,21618.69921875,21618.69921875,217000,Wednesday,0.34277152411805734
339,2024-01-11,21688.0,21726.5,21593.75,21647.19921875,21647.19921875,212500,Thursday,0.13183031833516878
340,2024-01-12,21773.55078125,21928.25,21715.150390625,21894.55078125,21894.55078125,294700,Friday,1.1426492637705898
341,2024-01-15,22053.150390625,22115.55078125,21963.55078125,22097.44921875,22097.44921875,345500,Monday,0.9267074694848665
342,2024-01-16,22080.5,22124.150390625,21969.80078125,22032.30078125,22032.30078125,292400,Tuesday,-0.29482333845447517
343,2024-01-17,21647.25,21851.5,21550.44921875,21571.94921875,21571.94921875,456000,Wednesday,-2.0894393512082443
344,2024-01-18,21414.19921875,21539.400390625,21285.55078125,21462.25,21462.25,387300,Thursday,-0.5085271508735612
345,2024-01-19,21615.19921875,21670.599609375,21575.0,21622.400390625,21622.400390625,343100,Friday,0.746195718645537
346,2024-01-23,21716.69921875,21750.25,21192.599609375,21238.80078125,21238.80078125,449700,Tuesday,-1.774084294273448
347,2024-01-24,21185.25,21482.349609375,21137.19921875,21453.94921875,21453.94921875,407500,Wednesday,1.0129971071150878
348,2024-01-25,21454.599609375,21459.0,21247.05078125,21352.599609375,21352.599609375,418100,Thursday,-0.47240537554001927
349,2024-01-29,21433.099609375,21763.25,21429.599609375,21737.599609375,21737.599609375,376700,Monday,1.8030591452244726
350,2024-01-30,21775.75,21813.05078125,21501.80078125,21522.099609375,21522.099609375,375100,Tuesday,-0.9913698102483215
351,2024-01-31,21487.25,21741.349609375,21448.849609375,21725.69921875,21725.69921875,410600,Wednesday,0.9460025419002926
352,2024-02-01,21780.650390625,21832.94921875,21658.75,21697.44921875,21697.44921875,332500,Thursday,-0.13003033741542103
353,2024-02-02,21812.75,22126.80078125,21805.55078125,21853.80078125,21853.80078125,442800,Friday,0.7205988175093214
354,2024-02-05,21921.05078125,21964.30078125,21726.94921875,21771.69921875,21771.69921875,440800,Monday,-0.37568550808078083
355,2024-02-06,21825.19921875,21951.400390625,21737.55078125,21929.400390625,21929.400390625,371000,Tuesday,0.7243402101531293
356,2024-02-07,22045.05078125,22053.30078125,21860.150390625,21930.5,21930.5,346300,Wednesday,0.005014315737827957
357,2024-02-08,22009.650390625,22011.05078125,21665.30078125,21717.94921875,21717.94921875,491100,Thursday,-0.9692017110872975
358,2024-02-09,21727.0,21804.44921875,21629.900390625,21782.5,21782.5,349200,Friday,0.29722318898448563
359,2024-02-12,21800.80078125,21831.69921875,21574.75,21616.05078125,21616.05078125,287400,Monday,-0.7641419430735708
360,2024-02-13,21664.30078125,21766.80078125,21543.349609375,21743.25,21743.25,365800,Tuesday,0.5884480011507653
361,2024-02-14,21578.150390625,21870.849609375,21530.19921875,21840.05078125,21840.05078125,359100,Wednesday,0.44519922849619586
362,2024-02-15,21906.55078125,21953.849609375,21794.80078125,21910.75,21910.75,345400,Thursday,0.32371361888359207
363,2024-02-16,22020.30078125,22068.650390625,21968.94921875,22040.69921875,22040.69921875,343900,Friday,0.5930843022260657
364,2024-02-19,22103.44921875,22186.650390625,22021.05078125,22122.25,22122.25,0,Monday,0.37000088082788096
365,2024-02-20,22099.19921875,22215.599609375,22045.849609375,22196.94921875,22196.94921875,295700,Tuesday,0.33766555730090353
366,2024-02-21,22248.849609375,22249.400390625,21997.94921875,22055.05078125,22055.05078125,364500,Wednesday,-0.6392700010330099
367,2024-02-22,22081.55078125,22252.5,21875.25,22217.44921875,22217.44921875,343500,Thursday,0.736332185814148
368,2024-02-23,22290.0,22297.5,22186.099609375,22212.69921875,22212.69921875,226000,Friday,-0.02137959201901074
369,2024-02-26,22169.19921875,22202.150390625,22075.150390625,22122.05078125,22122.05078125,207800,Monday,-0.40809285088362346
370,2024-02-27,22090.19921875,22218.25,22085.650390625,22198.349609375,22198.349609375,252200,Tuesday,0.3448994348646428
371,2024-02-28,22214.099609375,22229.150390625,21915.849609375,21951.150390625,21951.150390625,203000,Wednesday,-1.1135927809948543
372,2024-02-29,21935.19921875,22060.55078125,21860.650390625,21982.80078125,21982.80078125,360200,Thursday,0.14418556686905948
373,2024-03-01,22048.30078125,22353.30078125,22047.75,22338.75,22338.75,351500,Friday,1.6192168700068565
374,2024-03-04,22403.5,22440.900390625,22358.30078125,22405.599609375,22405.599609375,298800,Monday,0.29925402887358565
375,2024-03-05,22371.25,22416.900390625,22269.150390625,22356.30078125,22356.30078125,296200,Tuesday,-0.22002905070378498
376,2024-03-06,22327.5,22497.19921875,22224.349609375,22474.05078125,22474.05078125,312300,Wednesday,0.5266971542034149
377,2024-03-07,22505.30078125,22525.650390625,22430.0,22493.55078125,22493.55078125,379900,Thursday,0.08676673462120199
378,2024-03-11,22517.5,22526.599609375,22307.25,22332.650390625,22332.650390625,277900,Monday,-0.7153178801771132
379,2024-03-12,22334.44921875,22452.55078125,22256.0,22335.69921875,22335.69921875,299200,Tuesday,0.013651886684606929
380,2024-03-13,22432.19921875,22446.75,21905.650390625,21997.69921875,21997.69921875,493300,Wednesday,-1.5132725270416536
381,2024-03-14,21982.55078125,22204.599609375,21917.5,22146.650390625,22146.650390625,426700,Thursday,0.6771215952804832
382,2024-03-15,22064.849609375,22120.900390625,21931.69921875,22023.349609375,22023.349609375,661500,Friday,-0.5567468627318717
383,2024-03-18,21990.099609375,22123.69921875,21916.55078125,22055.69921875,22055.69921875,356300,Monday,0.14688778023679294
384,2024-03-19,21946.44921875,21978.30078125,21793.099609375,21817.44921875,21817.44921875,344200,Tuesday,-1.0802196640288697
385,2024-03-20,21843.900390625,21930.900390625,21710.19921875,21839.099609375,21839.099609375,312400,Wednesday,0.09923428906801757
386,2024-03-21,21989.900390625,22080.94921875,21941.30078125,22011.94921875,22011.94921875,353200,Thursday,0.79146856998078
387,2024-03-22,21932.19921875,22180.69921875,21883.30078125,22096.75,22096.75,388700,Friday,0.38524885010076115
388,2024-03-26,21947.900390625,22073.19921875,21947.55078125,22004.69921875,22004.69921875,328400,Tuesday,-0.416580634029895
389,2024-03-27,22053.94921875,22193.599609375,22052.849609375,22123.650390625,22123.650390625,409100,Wednesday,0.5405716783151604
390,2024-03-28,22163.599609375,22516.0,22163.599609375,22326.900390625,22326.900390625,410500,Thursday,0.9187001078543977
391,2024-04-01,22455.0,22529.94921875,22427.75,22462.0,22462.0,0,Monday,0.6050979178091831
392,2024-04-02,22458.80078125,22497.599609375,22388.150390625,22453.30078125,22453.30078125,289500,Tuesday,-0.03872860275131451
393,2024-04-03,22385.69921875,22521.099609375,22346.5,22434.650390625,22434.650390625,309600,Wednesday,-0.08306302403686683
394,2024-04-04,22592.099609375,22619.0,22303.80078125,22514.650390625,22514.650390625,401000,Thursday,0.3565912488363576
395,2024-04-05,22486.400390625,22537.599609375,22427.599609375,22513.69921875,22513.69921875,242200,Friday,-0.004224679746289706
396,2024-04-08,22578.349609375,22697.30078125,22550.349609375,22666.30078125,22666.30078125,227600,Monday,0.6778164752814453
397,2024-04-09,22765.099609375,22768.400390625,22612.25,22642.75,22642.75,232400,Tuesday,-0.10390218270411866
398,2024-04-10,22720.25,22775.69921875,22673.69921875,22753.80078125,22753.80078125,276800,Wednesday,0.49044741142307835
399,2024-04-12,22677.400390625,22726.44921875,22503.75,22519.400390625,22519.400390625,357200,Friday,-1.0301592814249916
400,2024-04-15,22339.05078125,22427.44921875,22259.55078125,22272.5,22272.5,355500,Monday,-1.0963897188301042
401,2024-04-16,22125.30078125,22213.75,22079.44921875,22147.900390625,22147.900390625,317300,Tuesday,-0.5594325260972033
402,2024-04-18,22212.349609375,22326.5,21961.69921875,21995.849609375,21995.849609375,456900,Thursday,-0.6865245850318225
403,2024-04-19,21861.5,22179.55078125,21777.650390625,22147.0,22147.0,362500,Friday,0.6871768688606394
404,2024-04-22,22336.900390625,22375.650390625,22198.150390625,22336.400390625,22336.400390625,279300,Monday,0.8551965982977361
405,2024-04-23,22447.05078125,22447.55078125,22349.44921875,22368.0,22368.0,231500,Tuesday,0.14147135985376202
406,2024-04-24,22421.55078125,22476.44921875,22384.0,22402.400390625,22402.400390625,235900,Wednesday,0.15379287654238016
407,2024-04-25,22316.900390625,22625.94921875,22305.25,22570.349609375,22570.349609375,475000,Thursday,0.7496929606716884
408,2024-04-26,22620.400390625,22620.400390625,22385.55078125,22419.94921875,22419.94921875,329900,Friday,-0.6663626980883297
409,2024-04-29,22475.55078125,22655.80078125,22441.900390625,22643.400390625,22643.400390625,292000,Monday,0.996662256880243
410,2024-04-30,22679.650390625,22783.349609375,22568.400390625,22604.849609375,22604.849609375,361900,Tuesday,-0.170251731563964
411,2024-05-02,22567.849609375,22710.5,22567.849609375,22648.19921875,22648.19921875,445900,Thursday,0.19177127972140884
412,2024-05-03,22766.349609375,22794.69921875,22348.05078125,22475.849609375,22475.849609375,438100,Friday,-0.7609859296553445
413,2024-05-06,22561.599609375,22588.80078125,22409.44921875,22442.69921875,22442.69921875,320300,Monday,-0.14749338156797576
414,2024-05-07,22489.75,22499.05078125,22232.05078125,22302.5,22302.5,297800,Tuesday,-0.6246985595782073
415,2024-05-08,22231.19921875,22368.650390625,22185.19921875,22302.5,22302.5,277400,Wednesday,0.0
416,2024-05-09,22224.80078125,22307.75,21932.400390625,21957.5,21957.5,331300,Thursday,-1.546911781190452
417,2024-05-10,21990.94921875,22131.30078125,21950.30078125,22055.19921875,22055.19921875,265800,Friday,0.44494691449390444
418,2024-05-13,22027.94921875,22131.650390625,21821.05078125,22104.05078125,22104.05078125,278200,Monday,0.22149680905385605
419,2024-05-14,22112.900390625,22270.05078125,22081.25,22217.849609375,22217.849609375,230200,Tuesday,0.5148324587705533
420,2024-05-15,22255.599609375,22297.55078125,22151.75,22200.55078125,22200.55078125,231900,Wednesday,-0.07786004689536163
421,2024-05-16,22319.19921875,22432.25,22054.55078125,22403.849609375,22403.849609375,368900,Thursday,0.9157377676264788
422,2024-05-17,22415.25,22502.150390625,22345.650390625,22466.099609375,22466.099609375,242700,Friday,0.27785403439750667
423,2024-05-21,22404.55078125,22591.099609375,22404.55078125,22529.05078125,22529.05078125,347600,Tuesday,0.2802051667603722
424,2024-05-22,22576.599609375,22629.5,22483.150390625,22597.80078125,22597.80078125,290300,Wednesday,0.3051615474950031
425,2024-05-23,22614.099609375,22993.599609375,22577.44921875,22967.650390625,22967.650390625,369800,Thursday,1.6366619608483068
426,2024-05-24,22930.75,23026.400390625,22908.0,22957.099609375,22957.099609375,261900,Friday,-0.04593757337192361
427,2024-05-27,23038.94921875,23110.80078125,22871.19921875,22932.44921875,22932.44921875,260000,Monday,-0.10737589261899938
428,2024-05-28,22977.150390625,22998.55078125,22858.5,22888.150390625,22888.150390625,217900,Tuesday,-0.19317094176221072
429,2024-05-29,22762.75,22825.5,22685.44921875,22704.69921875,22704.69921875,269900,Wednesday,-0.8015115627261094
430,2024-05-30,22617.44921875,22705.75,22417.0,22488.650390625,22488.650390625,373400,Thursday,-0.9515599658179275
431,2024-05-31,22568.099609375,22653.75,22465.099609375,22530.69921875,22530.69921875,572100,Friday,0.18697799732139142
432,2024-06-03,23337.900390625,23338.69921875,23062.30078125,23263.900390625,23263.900390625,569400,Monday,3.2542317695352763
433,2024-06-04,23179.5,23179.5,21281.44921875,21884.5,21884.5,1006100,Tuesday,-5.929359941641077
434,2024-06-05,22128.349609375,22670.400390625,21791.94921875,22620.349609375,22620.349609375,638500,Wednesday,3.3624236760035675
435,2024-06-06,22798.599609375,22910.150390625,22642.599609375,22821.400390625,22821.400390625,480400,Thursday,0.8888049244237806
436,2024-06-07,22821.849609375,23320.19921875,22789.05078125,23290.150390625,23290.150390625,473600,Friday,2.0539931466807104
437,2024-06-10,23319.150390625,23411.900390625,23227.150390625,23259.19921875,23259.19921875,304400,Monday,-0.13289382574128705
438,2024-06-11,23283.75,23389.44921875,23206.650390625,23264.849609375,23264.849609375,305200,Tuesday,0.02429314342191624
439,2024-06-12,23344.44921875,23441.94921875,23295.94921875,23322.94921875,23322.94921875,295600,Wednesday,0.2497312914139238
440,2024-06-13,23480.94921875,23481.05078125,23353.900390625,23398.900390625,23398.900390625,268300,Thursday,0.32564994745150067
441,2024-06-14,23464.94921875,23490.400390625,23334.25,23465.599609375,23465.599609375,223100,Friday,0.28505279152657437
442,2024-06-18,23570.80078125,23579.05078125,23499.69921875,23557.900390625,23557.900390625,272200,Tuesday,0.3933450786960613
443,2024-06-19,23629.849609375,23664.0,23412.900390625,23516.0,23516.0,328800,Wednesday,-0.17786131162043084
444,2024-06-20,23586.150390625,23624.0,23442.599609375,23567.0,23567.0,280300,Thursday,0.21687361796223215
445,2024-06-21,23661.150390625,23667.099609375,23398.19921875,23501.099609375,23501.099609375,609900,Friday,-0.279629951309035
446,2024-06-24,23382.30078125,23558.099609375,23350.0,23537.849609375,23537.849609375,239400,Monday,0.156375661610908
447,2024-06-25,23577.099609375,23754.150390625,23562.05078125,23721.30078125,23721.30078125,298100,Tuesday,0.7793879853915442
448,2024-06-26,23723.099609375,23889.900390625,23670.44921875,23868.80078125,23868.80078125,287800,Wednesday,0.6218040121837909
449,2024-06-27,23881.55078125,24087.44921875,23805.400390625,24044.5,24044.5,515200,Thursday,0.7361040898544724
450,2024-06-28,24085.900390625,24174.0,23985.80078125,24010.599609375,24010.599609375,354800,Friday,-0.14099020825968367
451,2024-07-01,23992.94921875,24164.0,23992.69921875,24141.94921875,24141.94921875,0,Monday,0.5470484349075377
452,2024-07-02,24228.75,24236.349609375,24056.400390625,24123.849609375,24123.849609375,0,Tuesday,-0.07497161563467802
453,2024-07-03,24291.75,24309.150390625,24207.099609375,24286.5,24286.5,0,Wednesday,0.6742306607722792
454,2024-07-04,24369.94921875,24401.0,24281.0,24302.150390625,24302.150390625,251200,Thursday,0.06444070008029268
455,2024-07-05,24213.349609375,24363.0,24168.849609375,24323.849609375,24323.849609375,298400,Friday,0.0892892949850621
456,2024-07-08,24329.44921875,24344.599609375,24240.55078125,24320.55078125,24320.55078125,266300,Monday,-0.013562113637344275
457,2024-07-09,24351.0,24443.599609375,24331.900390625,24433.19921875,24433.19921875,250500,Tuesday,0.4631820986013446
458,2024-07-10,24459.849609375,24461.05078125,24141.80078125,24324.44921875,24324.44921875,292300,Wednesday,-0.4450911197766749
459,2024-07-11,24396.55078125,24402.650390625,24193.75,24315.94921875,24315.94921875,306400,Thursday,-0.03494426502141934
460,2024-07-12,24387.94921875,24592.19921875,24331.150390625,24502.150390625,24502.150390625,325800,Friday,0.7657573644356042
461,2024-07-15,24587.599609375,24635.05078125,24522.75,24586.69921875,24586.69921875,305400,Monday,0.3450669707641296
462,2024-07-16,24615.900390625,24661.25,24587.650390625,24613.0,24613.0,283200,Tuesday,0.10697158254551198
463,2024-07-18,24543.80078125,24837.75,24504.44921875,24800.849609375,24800.849609375,350900,Thursday,0.7632129743428306
464,2024-07-19,24853.80078125,24854.80078125,24508.150390625,24530.900390625,24530.900390625,343800,Friday,-1.0884676251089243
465,2024-07-22,24445.75,24595.19921875,24362.30078125,24509.25,24509.25,324200,Monday,-0.08825762723847497
466,2024-07-23,24568.900390625,24582.55078125,24074.19921875,24479.05078125,24479.05078125,436400,Tuesday,-0.12321559717249908
